代码,名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称
300015,爱尔眼科,2025,医疗服务,5205,医疗服务Ⅱ
300016,北陆药业,2021,医药制造,5072,化学药剂
300017,网宿科技,2063,软件及系统,5155,行业应用系统
300018,中元股份,2039,电气设备,5115,电气自控设备
300019,硅宝科技,2016,化工,5055,其他化工制品
300020,银江股份,2063,软件及系统,5155,行业应用系统
300021,大禹节水,2081,塑胶制品,5211,塑料
300022,吉峰农机,2066,零售业,5165,其他商业
300023,宝德股份,2075,多元金融,5190,多元金融Ⅱ
300024,机器人,2041,仪器仪表,5119,工业控制自动化
300025,华星创业,2051,通信服务,5152,通信服务Ⅱ
300026,红日药业,2022,中药,5074,中成药
300027,华谊兄弟,2073,文化传媒,5173,广播电影电视
300028,金亚科技,2050,电子设备,5154,电子设备Ⅱ
300029,天龙光电,2038,专用设备,5114,其他专用设备
300030,阳普医疗,2025,医疗服务,5081,医疗器械
300031,宝通科技,2076,互联网,5158,互联网Ⅱ
300032,金龙机电,2037,机械配件,5096,泵、电机制造
300033,同花顺,2063,软件及系统,5155,行业应用系统
300034,钢研高纳,2077,复合材料,5082,复合材料Ⅱ
300035,中科电气,2038,专用设备,5114,其他专用设备
300036,超图软件,2063,软件及系统,5155,行业应用系统
300037,新宙邦,2016,化工,5051,精细化工
300038,梅泰诺,2048,通信设备,5150,通信交换传输设备
300039,上海凯宝,2022,中药,5074,中成药
300040,九洲电气,2039,电气设备,5115,电气自控设备
300041,回天新材,2077,复合材料,5082,复合材料Ⅱ
300042,朗科科技,2049,IT设备,5153,IT设备Ⅱ
300043,星辉娱乐,2073,文化传媒,5204,文化传媒Ⅱ
300044,赛为智能,2063,软件及系统,5155,行业应用系统
300045,华力创通,2038,专用设备,5114,其他专用设备
300046,台基股份,2047,电子元器件,5141,基础元器件
300047,天源迪科,2063,软件及系统,5155,行业应用系统
300048,合康新能,2039,电气设备,5115,电气自控设备
300049,福瑞股份,2025,医疗服务,5205,医疗服务Ⅱ
300050,世纪鼎利,2051,通信服务,5152,通信服务Ⅱ
300051,三五互联,2076,互联网,5158,互联网Ⅱ
300052,中青宝,2076,互联网,5158,互联网Ⅱ
300053,欧比特,2047,电子元器件,5143,集成电路
300054,鼎龙股份,2016,化工,5051,精细化工
300055,万邦达,2082,环境保护,5216,环境保护Ⅱ
300056,三维丝,2082,环境保护,5216,环境保护Ⅱ
300057,万顺股份,2007,有色金属,5019,金属压延
300058,蓝色光标,2073,文化传媒,5172,广告
300059,东方财富,2076,互联网,5158,互联网Ⅱ
300061,康旗股份,2079,轻工产品,5174,轻工产品Ⅱ
300062,中能电气,2039,电气设备,5116,输变电设备
300063,天龙集团,2016,化工,5049,涂料油漆
300064,豫金刚石,2077,复合材料,5082,复合材料Ⅱ
300065,海兰信,2050,电子设备,5154,电子设备Ⅱ
300066,三川智慧,2041,仪器仪表,5120,仪器仪表Ⅱ
300067,安诺其,2016,化工,5051,精细化工
300068,南都电源,2079,轻工产品,5176,普通电池
300069,金利华电,2039,电气设备,5116,输变电设备
300070,碧水源,2082,环境保护,5216,环境保护Ⅱ
300071,华谊嘉信,2073,文化传媒,5172,广告
300072,三聚环保,2016,化工,5051,精细化工
300073,当升科技,2077,复合材料,5082,复合材料Ⅱ
300074,华平股份,2063,软件及系统,5155,行业应用系统
300075,数字政通,2063,软件及系统,5155,行业应用系统
300076,GQY视讯,2050,电子设备,5154,电子设备Ⅱ
300077,国民技术,2047,电子元器件,5143,集成电路
300078,思创医惠,2025,医疗服务,5205,医疗服务Ⅱ
300079,数码科技,2048,通信设备,5148,通信方案提供商
300080,易成新能,2077,复合材料,5082,复合材料Ⅱ
300081,恒信东方,2051,通信服务,5152,通信服务Ⅱ
300082,奥克股份,2016,化工,5051,精细化工
300083,劲胜智能,2047,电子元器件,5141,基础元器件
300084,海默科技,2005,石油石化,5013,石油技术服务
300085,银之杰,2063,软件及系统,5155,行业应用系统
300086,康芝药业,2021,医药制造,5072,化学药剂
300087,荃银高科,2001,农林,5001,种业
300088,长信科技,2047,电子元器件,5140,显示器件
300089,文化长城,2076,互联网,5158,互联网Ⅱ
300090,盛运环保,2082,环境保护,5216,环境保护Ⅱ
300091,金通灵,2037,机械配件,5096,泵、电机制造
300092,科新机电,2038,专用设备,5114,其他专用设备
300093,金刚玻璃,2032,建材,5090,玻璃
300094,国联水产,2002,牧渔,5006,海水养殖
300095,华伍股份,2037,机械配件,5095,齿轮、制动制造
300096,易联众,2063,软件及系统,5155,行业应用系统
300097,智云股份,2041,仪器仪表,5119,工业控制自动化
300098,高新兴,2048,通信设备,5148,通信方案提供商
300099,精准信息,2041,仪器仪表,5120,仪器仪表Ⅱ
300100,双林股份,2043,汽车配件,5129,汽车配件Ⅱ
300101,振芯科技,2048,通信设备,5148,通信方案提供商
300102,乾照光电,2047,电子元器件,5140,显示器件
300103,达刚路机,2034,工程机械,5098,工程机械Ⅱ
300104,乐视网,2076,互联网,5158,互联网Ⅱ
300105,龙源技术,2082,环境保护,5216,环境保护Ⅱ
300106,西部牧业,2009,食品饮料,5213,食品
300107,建新股份,2016,化工,5051,精细化工
300108,吉药控股,2021,医药制造,5071,化学原料药
300109,新开源,2016,化工,5051,精细化工
300110,华仁药业,2021,医药制造,5072,化学药剂
300111,向日葵,2079,轻工产品,5176,普通电池
300112,万讯自控,2041,仪器仪表,5120,仪器仪表Ⅱ
300113,顺网科技,2076,互联网,5158,互联网Ⅱ
300114,中航电测,2047,电子元器件,5141,基础元器件
300115,长盈精密,2047,电子元器件,5141,基础元器件
300116,坚瑞沃能,2038,专用设备,5109,消防设备
300117,嘉寓股份,2032,建材,5092,其他建材
300118,东方日升,2047,电子元器件,5143,集成电路
300119,瑞普生物,2023,生物制品,5077,疫苗
300120,经纬电材,2039,电气设备,5118,输变电配件
300121,阳谷华泰,2016,化工,5051,精细化工
300122,智飞生物,2023,生物制品,5077,疫苗
300123,太阳鸟,2044,船舶制造,5131,船舶制造Ⅱ
300124,汇川技术,2039,电气设备,5115,电气自控设备
300125,易世达,2054,工程建筑,5193,专业工程
300126,锐奇股份,2079,轻工产品,5174,轻工产品Ⅱ
300127,银河磁体,2077,复合材料,5082,复合材料Ⅱ
300128,锦富技术,2047,电子元器件,5140,显示器件
300129,泰胜风能,2039,电气设备,5118,输变电配件
300130,新国都,2050,电子设备,5154,电子设备Ⅱ
300131,英唐智控,2047,电子元器件,5144,智能控制器
300132,青松股份,2016,化工,5055,其他化工制品
300133,华策影视,2073,文化传媒,5173,广播电影电视
300134,大富科技,2048,通信设备,5151,通信配件
300135,宝利国际,2016,化工,5055,其他化工制品
300136,信维通信,2048,通信设备,5151,通信配件
300137,先河环保,2082,环境保护,5216,环境保护Ⅱ
300138,晨光生物,2009,食品饮料,5213,食品
300139,晓程科技,2047,电子元器件,5143,集成电路
300140,中环装备,2039,电气设备,5116,输变电设备
300141,和顺电气,2039,电气设备,5116,输变电设备
300142,沃森生物,2023,生物制品,5077,疫苗
300143,星普医科,2025,医疗服务,5081,医疗器械
300144,宋城演艺,2068,旅游,5168,旅游Ⅱ
300145,中金环境,2082,环境保护,5216,环境保护Ⅱ
300146,汤臣倍健,2009,食品饮料,5213,食品
300147,香雪制药,2022,中药,5074,中成药
300148,天舟文化,2073,文化传媒,5170,出版发行
300149,量子高科,2009,食品饮料,5213,食品
300150,世纪瑞尔,2050,电子设备,5154,电子设备Ⅱ
300151,昌红科技,2038,专用设备,5114,其他专用设备
300152,科融环境,2082,环境保护,5216,环境保护Ⅱ
300153,科泰电源,2039,电气设备,5116,输变电设备
300154,瑞凌股份,2038,专用设备,5114,其他专用设备
300155,安居宝,2050,电子设备,5154,电子设备Ⅱ
300156,神雾环保,2082,环境保护,5216,环境保护Ⅱ
300157,恒泰艾普,2005,石油石化,5013,石油技术服务
300158,振东制药,2022,中药,5074,中成药
300159,新研股份,2038,专用设备,5114,其他专用设备
300160,秀强股份,2032,建材,5090,玻璃
300161,华中数控,2035,机床设备,5099,机床
300162,雷曼股份,2047,电子元器件,5140,显示器件
300163,先锋新材,2032,建材,5092,其他建材
300164,通源石油,2005,石油石化,5013,石油技术服务
300165,天瑞仪器,2041,仪器仪表,5120,仪器仪表Ⅱ
300166,东方国信,2063,软件及系统,5155,行业应用系统
300167,迪威视讯,2048,通信设备,5148,通信方案提供商
300168,万达信息,2063,软件及系统,5155,行业应用系统
300169,天晟新材,2077,复合材料,5082,复合材料Ⅱ
300170,汉得信息,2063,软件及系统,5155,行业应用系统
300171,东富龙,2025,医疗服务,5081,医疗器械
300172,中电环保,2082,环境保护,5216,环境保护Ⅱ
300173,智慧松德,2036,轻工机械,5102,印刷包装机械
300174,元力股份,2016,化工,5055,其他化工制品
300175,朗源股份,2001,农林,5002,农产品
300176,鸿特精密,2043,汽车配件,5129,汽车配件Ⅱ
300177,中海达,2048,通信设备,5148,通信方案提供商
300178,腾邦国际,2068,旅游,5169,旅游服务
300179,四方达,2077,复合材料,5082,复合材料Ⅱ
300180,华峰超纤,2020,化纤,5065,其他纤维
300181,佐力药业,2022,中药,5074,中成药
300182,捷成股份,2063,软件及系统,5155,行业应用系统
300183,东软载波,2039,电气设备,5115,电气自控设备
300184,力源信息,2047,电子元器件,5146,其他电子元器件
300185,通裕重工,2038,专用设备,5110,重型设备
300187,永清环保,2082,环境保护,5216,环境保护Ⅱ
300188,美亚柏科,2063,软件及系统,5157,网络安全服务
300189,神农基因,2001,农林,5001,种业
300190,维尔利,2082,环境保护,5216,环境保护Ⅱ
300191,潜能恒信,2005,石油石化,5013,石油技术服务
300192,科斯伍德,2016,化工,5049,涂料油漆
300193,佳士科技,2038,专用设备,5114,其他专用设备
300194,福安药业,2021,医药制造,5071,化学原料药
300195,长荣股份,2036,轻工机械,5102,印刷包装机械
300196,长海股份,2077,复合材料,5085,玻璃纤维
300197,铁汉生态,2080,园林工程,5203,园林工程Ⅱ
300198,纳川股份,2081,塑胶制品,5211,塑料
300199,翰宇药业,2021,医药制造,5072,化学药剂
300200,高盟新材,2016,化工,5051,精细化工
300201,海伦哲,2042,汽车制造,5127,专用车
300202,聚龙股份,2038,专用设备,5114,其他专用设备
300203,聚光科技,2082,环境保护,5216,环境保护Ⅱ
300204,舒泰神,2023,生物制品,5075,基因工程药物
300205,天喻信息,2047,电子元器件,5143,集成电路
300206,理邦仪器,2025,医疗服务,5081,医疗器械
300207,欣旺达,2077,复合材料,5082,复合材料Ⅱ
300208,恒顺众昇,2038,专用设备,5114,其他专用设备
300209,天泽信息,2063,软件及系统,5155,行业应用系统
300210,森远股份,2034,工程机械,5098,工程机械Ⅱ
300211,亿通科技,2048,通信设备,5148,通信方案提供商
300212,易华录,2063,软件及系统,5155,行业应用系统
300213,佳讯飞鸿,2048,通信设备,5147,通信终端设备
300214,日科化学,2016,化工,5051,精细化工
300215,电科院,2078,综合行业,5199,综合行业Ⅱ
300216,千山药机,2038,专用设备,5114,其他专用设备
300217,东方电热,2038,专用设备,5114,其他专用设备
300218,安利股份,2081,塑胶制品,5211,塑料
300219,鸿利智汇,2047,电子元器件,5140,显示器件
300220,金运激光,2050,电子设备,5154,电子设备Ⅱ
300221,银禧科技,2081,塑胶制品,5211,塑料
300222,科大智能,2039,电气设备,5115,电气自控设备
300223,北京君正,2047,电子元器件,5143,集成电路
300224,正海磁材,2077,复合材料,5082,复合材料Ⅱ
300225,金力泰,2016,化工,5049,涂料油漆
300226,上海钢联,2076,互联网,5158,互联网Ⅱ
300227,光韵达,2050,电子设备,5154,电子设备Ⅱ
300228,富瑞特装,2038,专用设备,5114,其他专用设备
300229,拓尔思,2063,软件及系统,5155,行业应用系统
300230,永利股份,2081,塑胶制品,5211,塑料
300231,银信科技,2063,软件及系统,5155,行业应用系统
300232,洲明科技,2047,电子元器件,5140,显示器件
300233,金城医药,2021,医药制造,5071,化学原料药
300234,开尔新材,2032,建材,5092,其他建材
300235,方直科技,2063,软件及系统,5155,行业应用系统
300236,上海新阳,2016,化工,5051,精细化工
300237,美晨科技,2080,园林工程,5203,园林工程Ⅱ
300238,冠昊生物,2025,医疗服务,5081,医疗器械
300239,东宝生物,2023,生物制品,5079,生物制品Ⅱ
300240,飞力达,2062,仓储物流,5185,仓储物流Ⅱ
300241,瑞丰光电,2047,电子元器件,5140,显示器件
300242,明家联合,2076,互联网,5158,互联网Ⅱ
300243,瑞丰高材,2016,化工,5051,精细化工
300244,迪安诊断,2025,医疗服务,5205,医疗服务Ⅱ
300245,天玑科技,2063,软件及系统,5155,行业应用系统
300246,宝莱特,2025,医疗服务,5081,医疗器械
300247,乐金健康,2025,医疗服务,5081,医疗器械
300248,新开普,2063,软件及系统,5155,行业应用系统
300249,依米康,2038,专用设备,5106,制冷设备
300250,初灵信息,2048,通信设备,5150,通信交换传输设备
300251,光线传媒,2073,文化传媒,5173,广播电影电视
300252,金信诺,2048,通信设备,5149,光纤光缆
300253,卫宁健康,2025,医疗服务,5205,医疗服务Ⅱ
300254,仟源医药,2021,医药制造,5072,化学药剂
300255,常山药业,2023,生物制品,5079,生物制品Ⅱ
300256,星星科技,2047,电子元器件,5146,其他电子元器件
300257,开山股份,2038,专用设备,5106,制冷设备
300258,精锻科技,2043,汽车配件,5129,汽车配件Ⅱ
300259,新天科技,2041,仪器仪表,5120,仪器仪表Ⅱ
300260,新莱应材,2038,专用设备,5114,其他专用设备
300261,雅本化学,2016,化工,5051,精细化工
300262,巴安水务,2082,环境保护,5216,环境保护Ⅱ
300263,隆华节能,2038,专用设备,5106,制冷设备
300264,佳创视讯,2063,软件及系统,5155,行业应用系统
300265,通光线缆,2039,电气设备,5116,输变电设备
300266,兴源环境,2082,环境保护,5216,环境保护Ⅱ
300267,尔康制药,2021,医药制造,5071,化学原料药
300268,佳沃股份,2009,食品饮料,5213,食品
300269,联建光电,2047,电子元器件,5140,显示器件
300270,中威电子,2050,电子设备,5154,电子设备Ⅱ
300271,华宇软件,2063,软件及系统,5155,行业应用系统
300272,开能环保,2082,环境保护,5216,环境保护Ⅱ
300273,和佳股份,2025,医疗服务,5081,医疗器械
300274,阳光电源,2039,电气设备,5115,电气自控设备
300275,梅安森,2050,电子设备,5154,电子设备Ⅱ
300276,三丰智能,2038,专用设备,5114,其他专用设备
300277,海联讯,2063,软件及系统,5155,行业应用系统
300278,华昌达,2041,仪器仪表,5119,工业控制自动化
300279,和晶科技,2047,电子元器件,5144,智能控制器
300280,南通锻压,2035,机床设备,5100,设备
300281,金明精机,2038,专用设备,5114,其他专用设备
300282,汇冠股份,2047,电子元器件,5140,显示器件
300283,温州宏丰,2077,复合材料,5082,复合材料Ⅱ
300284,苏交科,2054,工程建筑,5192,一般工程
300285,国瓷材料,2077,复合材料,5082,复合材料Ⅱ
300286,安科瑞,2041,仪器仪表,5120,仪器仪表Ⅱ
300287,飞利信,2063,软件及系统,5155,行业应用系统
300288,朗玛信息,2051,通信服务,5152,通信服务Ⅱ
300289,利德曼,2023,生物制品,5078,诊断试剂
300290,荣科科技,2063,软件及系统,5155,行业应用系统
300291,华录百纳,2073,文化传媒,5173,广播电影电视
300292,吴通控股,2048,通信设备,5151,通信配件
300293,蓝英装备,2038,专用设备,5112,轮胎制造设备
300294,博雅生物,2023,生物制品,5076,血液制品
300295,三六五网,2076,互联网,5158,互联网Ⅱ
300296,利亚德,2047,电子元器件,5140,显示器件
300297,蓝盾股份,2063,软件及系统,5157,网络安全服务
300298,三诺生物,2025,医疗服务,5081,医疗器械
300299,富春股份,2048,通信设备,5148,通信方案提供商
300300,汉鼎宇佑,2076,互联网,5158,互联网Ⅱ
300301,长方集团,2047,电子元器件,5140,显示器件
300302,同有科技,2063,软件及系统,5155,行业应用系统
300303,聚飞光电,2047,电子元器件,5140,显示器件
300304,云意电气,2043,汽车配件,5129,汽车配件Ⅱ
300305,裕兴股份,2081,塑胶制品,5211,塑料
300306,远方信息,2041,仪器仪表,5120,仪器仪表Ⅱ
